Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,187100003,Rhinocerebral mucormycosis,,,
Encephalopathy,SNOMEDCT,16901001,Encephalitis due to European subtype of tick-borne encephalitis virus,,,
Encephalopathy,SNOMEDCT,193010006,Visual reflex epilepsy,,,
Encephalopathy,SNOMEDCT,191494004,Drug-induced amnestic syndrome,,,
Encephalopathy,SNOMEDCT,4088009,Acquired hydrocephalus,,,
Encephalopathy,SNOMEDCT,111679002,Extradural hemorrhage following injury without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,230267005,Familial Alzheimer's disease of late onset,,,
Encephalopathy,SNOMEDCT,30023002,Hydranencephaly,,,
Encephalopathy,SNOMEDCT,192454004,Nonorganic insomnia,,,
Encephalopathy,SNOMEDCT,307679004,Hemi-seesaw nystagmus,,,
Encephalopathy,SNOMEDCT,710046001,Refractory idiopathic generalized epilepsy,,,
Encephalopathy,SNOMEDCT,8291000119107,Atonic epilepsy,,,
Encephalopathy,SNOMEDCT,230444006,Menstrual epilepsy,,,
Encephalopathy,SNOMEDCT,33117006,Cerebellar contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,315048006,Traumatic extradural hematoma without open intracranial wound,,,
Encephalopathy,SNOMEDCT,2840008,Open fracture of vault of skull with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,302507002,Sedative amnestic disorder,,,
Encephalopathy,SNOMEDCT,64624009,Hypoglycemic encephalopathy,,,
Encephalopathy,SNOMEDCT,191459006,Senile dementia with depression,,,
Encephalopathy,SNOMEDCT,230395007,Supplementary motor epilepsy,,,
Encephalopathy,SNOMEDCT,78569004,Posterior inferior cerebellar artery syndrome,,,
Encephalopathy,SNOMEDCT,193039006,Complicated migraine,,,
Encephalopathy,SNOMEDCT,4863002,PCP mood disorder,,,
Encephalopathy,SNOMEDCT,230448009,Writing epilepsy,,,
Encephalopathy,SNOMEDCT,413102000,Infarction of basal ganglia,,,
Encephalopathy,SNOMEDCT,36822000,Cortex contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,713260006,Subacute adenoviral encephalitis co-occurrent with human immunodeficiency virus infection,,,
Encephalopathy,SNOMEDCT,17498002,Cortex contusion without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,26135000,Syphilitic encephalitis,,,
Encephalopathy,SNOMEDCT,192685000,Subacute sclerosing panencephalitis,,,
Encephalopathy,SNOMEDCT,51742006,Disorder of anterior pituitary,,,
Encephalopathy,SNOMEDCT,97751000119108,Altered behavior in Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,2851000119101,Anterior pituitary hormone deficiency,,,
Encephalopathy,SNOMEDCT,14415006,Pneumocephalus,,,
Encephalopathy,SNOMEDCT,70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness,,,
Encephalopathy,SNOMEDCT,39745004,Chronic progressive epilepsia partialis continua,,,
Encephalopathy,SNOMEDCT,141091000119105,Nontraumatic subarachnoid hemorrhage with brain compression,,,
Encephalopathy,SNOMEDCT,191447007,Organic psychotic condition,,,
Encephalopathy,SNOMEDCT,43486001,Hemiplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,79267007,Retinal migraine,,,
Encephalopathy,SNOMEDCT,111668007,Intracranial haemorrhage following injury without open intracranial wound,,,
Encephalopathy,SNOMEDCT,28676002,Mood disorder with manic features due to general medical condition,,,
Encephalopathy,SNOMEDCT,271572004,Primary microcephaly,,,
Encephalopathy,SNOMEDCT,40135004,Subdural haemorrhage following injury without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,95208000,Photogenic epilepsy,,,
Encephalopathy,SNOMEDCT,230781006,Dystonic/rigid cerebral palsy,,,
Encephalopathy,SNOMEDCT,122061000119109,Intractable retinal migraine,,,
Encephalopathy,SNOMEDCT,15662003,Senile dementia,,,
Encephalopathy,SNOMEDCT,36010004,Congenital cerebral meningocele,,,
Encephalopathy,SNOMEDCT,95635002,Caffeine withdrawal,,,
Encephalopathy,SNOMEDCT,192817003,Cerebral degeneration due to vitamin B12 deficiency,,,
Encephalopathy,SNOMEDCT,698763000,Postoperative status epilepticus,,,
Encephalopathy,SNOMEDCT,90429009,Cerebellar laceration without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,52888005,Brain stem contusion without open intracranial wound,,,
Encephalopathy,SNOMEDCT,100941000119100,Epilepsy in mother complicating pregnancy,,,
Encephalopathy,SNOMEDCT,110997000,Fahr's syndrome,,,
Encephalopathy,SNOMEDCT,301765007,Cerebellar haematoma,,,
Encephalopathy,SNOMEDCT,193022009,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localised onset,,,
Encephalopathy,SNOMEDCT,423144007,Multifactorial encephalopathy,,,
Encephalopathy,SNOMEDCT,441512004,Encephalitis due to human herpesvirus 6 infection,,,
Encephalopathy,SNOMEDCT,277461004,Anaplastic astrocytoma of brain,,,
Encephalopathy,SNOMEDCT,142811000119104,Dementia due to Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,32728005,Haemorrhage due to ruptured congenital cerebral aneurysm,,,
Encephalopathy,SNOMEDCT,50933003,Hallucinogen delusional disorder,,,
Encephalopathy,SNOMEDCT,2776000,Delirium,,,
Encephalopathy,SNOMEDCT,60546000,Cerebellar contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,38023001,Locked in syndrome,,,
Encephalopathy,SNOMEDCT,95002008,Neoplasm of uncertain behaviour of pineal gland,,,
Encephalopathy,SNOMEDCT,4332009,Subarachnoid hemorrhage following injury without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,63649001,Cannabis delusional disorder,,,
Encephalopathy,SNOMEDCT,111479008,Organic mental disorder,,,
Encephalopathy,SNOMEDCT,713325002,Primary cerebral lymphoma co-occurrent with human immunodeficiency virus infection,,,
Encephalopathy,SNOMEDCT,78358001,Amphetamine withdrawal,,,
Encephalopathy,SNOMEDCT,15244003,Neuroleptic malignant syndrome,,,
Encephalopathy,SNOMEDCT,302904002,Infarction of visual cortex,,,
Encephalopathy,SNOMEDCT,363483004,Malignant tumour of pineal gland,,,
Encephalopathy,SNOMEDCT,30753002,Normal pressure hydrocephalus,,,
Encephalopathy,SNOMEDCT,698726009,Dementia associated with viral encephalitis,,,
Encephalopathy,SNOMEDCT,230460005,Complex partial status epilepticus,,,
Encephalopathy,SNOMEDCT,27908001,Amoebic brain abscess,,,
Encephalopathy,SNOMEDCT,189487001,"Neoplasm of uncertain or unknown behavior of brain, supratentorial",,,
Encephalopathy,SNOMEDCT,126945001,Perinatal anoxic-ischemic brain injury,,,
Encephalopathy,SNOMEDCT,46229002,Severe mixed bipolar I disorder without psychotic features,,,
Encephalopathy,SNOMEDCT,101571000119107,Ependymoma of cerebrum,,,
Encephalopathy,SNOMEDCT,191493005,Drug-induced dementia,,,
Encephalopathy,SNOMEDCT,192992007,Epileptic seizures - myoclonic,,,
Encephalopathy,SNOMEDCT,34209003,Cerebral hemiplegia,,,
Encephalopathy,SNOMEDCT,427945008,Segmental dystonia,,,
Encephalopathy,SNOMEDCT,713956000,Spasmodic torticolis as late effect of trauma,,,
Encephalopathy,SNOMEDCT,75837004,Mood disorder with depressive features due to general medical condition,,,
Encephalopathy,SNOMEDCT,190481008,LH - luteinising hormone deficiency,,,
Encephalopathy,SNOMEDCT,253185002,Chiari malformation type I,,,
Encephalopathy,SNOMEDCT,195190007,Cerebral infarction due to embolism of cerebral arteries,,,
Encephalopathy,SNOMEDCT,230389006,Primary inherited reading epilepsy,,,
Encephalopathy,SNOMEDCT,705128004,Cerebral infarction due to embolism of middle cerebral artery,,,
Encephalopathy,SNOMEDCT,72986009,Acute haemorrhagic leucoencephalitis,,,
Encephalopathy,SNOMEDCT,426983002,Infarction of medulla oblongata,,,
Encephalopathy,SNOMEDCT,230391003,Amygdalo-hippocampal epilepsy,,,
Encephalopathy,SNOMEDCT,142971000119102,Encephalopathy due to H1N1 influenza,,,
Encephalopathy,SNOMEDCT,137991000119103,Seizure disorder as sequela of stroke,,,
Encephalopathy,SNOMEDCT,420554003,Progressive multifocal leukoencephalopathy associated with AIDS,,,
Encephalopathy,SNOMEDCT,230459000,Non-convulsive simple partial status epilepticus,,,
Encephalopathy,SNOMEDCT,230393000,Lateral temporal epilepsy,,,
Encephalopathy,SNOMEDCT,84161000119100,Complex partial seizure of parietal lobe,,,
Encephalopathy,SNOMEDCT,34181000119102,Cerebral infarction due to occlusion of basilar artery,,,
Encephalopathy,SNOMEDCT,20484008,Prion disease,,,
Encephalopathy,SNOMEDCT,40946000,Viral hepatitis with hepatic coma,,,
Encephalopathy,SNOMEDCT,361123003,Psychomotor epilepsy,,,
Encephalopathy,SNOMEDCT,425919003,Chronic organic mental disorder,,,
Encephalopathy,SNOMEDCT,230701008,Pure sensorimotor lacunar infarction,,,
Encephalopathy,SNOMEDCT,276826005,Malignant glioma of brain,,,
Encephalopathy,SNOMEDCT,230385000,Epilepsy with recurrent unilateral seizures in children,,,
Encephalopathy,SNOMEDCT,275468009,Congenital quadriplegia,,,
Encephalopathy,SNOMEDCT,89451009,Inhalant-induced mood disorder,,,
Encephalopathy,SNOMEDCT,230714009,Anterior circulation stroke of uncertain pathology,,,
Encephalopathy,SNOMEDCT,1082451000119100,Encephalitis due to Actinomyces,,,
Encephalopathy,SNOMEDCT,74107003,Acromegaly,,,
Encephalopathy,SNOMEDCT,230192003,Limbic encephalitis,,,
Encephalopathy,SNOMEDCT,254963000,Pituitary microadenoma,,,
Encephalopathy,SNOMEDCT,713844000,Dementia co-occurrent with human immunodeficiency virus infection,,,
Encephalopathy,SNOMEDCT,230403005,Parietal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,699866005,Brown-Vialetto-Van Laere syndrome,,,
Encephalopathy,SNOMEDCT,15277004,Hallucinogen-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,127305005,Brain stem contusion,,,
Encephalopathy,SNOMEDCT,21391000119102,Partial parietal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,96981000119102,Malignant neoplasm of rectosigmoid junction metastatic to brain,,,
Encephalopathy,SNOMEDCT,109478007,Kohlschutter's syndrome,,,
Encephalopathy,SNOMEDCT,271569006,Communicating hydrocephalus,,,
Encephalopathy,SNOMEDCT,276652002,Perinatal subependymal hemorrhage with intraventricular and intracerebral extension,,,
Encephalopathy,SNOMEDCT,111498005,Extratemporal epilepsy,,,
Encephalopathy,SNOMEDCT,204021005,Encephalomyelocele,,,
Encephalopathy,SNOMEDCT,209904002,"Hind brain laceration with open intracranial wound, with 1-24 hours loss of consciousness",,,
Encephalopathy,SNOMEDCT,63323000,Subdural hemorrhage following injury without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,204042007,Congenital malformation of corpus callosum,,,
Encephalopathy,SNOMEDCT,230447004,Eyelid myoclonus with absences,,,
Encephalopathy,SNOMEDCT,267592003,Motor cortex epilepsy,,,
Encephalopathy,SNOMEDCT,55776008,Symptomatic torsion dystonia,,,
Encephalopathy,SNOMEDCT,413924001,Cortical visual impairment,,,
Encephalopathy,SNOMEDCT,62106007,Concussion with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,238978007,Hyperschemazia,,,
Encephalopathy,SNOMEDCT,95457000,Brain stem infarction,,,
Encephalopathy,SNOMEDCT,64009001,Basilar artery syndrome,,,
Encephalopathy,SNOMEDCT,28048009,Subarachnoid haemorrhage following injury without open intracranial wound,,,
Encephalopathy,SNOMEDCT,149821000119103,Cerebral infarction due to carotid artery occlusion,,,
Encephalopathy,SNOMEDCT,22419002,Mood disorder with mixed features due to general medical condition,,,
Encephalopathy,SNOMEDCT,16319002,Cortex contusion without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,230457003,Non-convulsive status epilepticus with three per second spike wave,,,
Encephalopathy,SNOMEDCT,428703001,Transient organic mental disorder,,,
Encephalopathy,SNOMEDCT,206398001,Intraventricular hemorrhage due to birth injury,,,
Encephalopathy,SNOMEDCT,127304009,Cerebellar contusion,,,
Encephalopathy,SNOMEDCT,1092691000119100,Hepatic coma due to subacute liver failure,,,
Encephalopathy,SNOMEDCT,80495009,Sleep walking disorder,,,
Encephalopathy,SNOMEDCT,90755006,Nicotine withdrawal,,,
Encephalopathy,SNOMEDCT,29733004,Opioid-induced mood disorder,,,
Encephalopathy,SNOMEDCT,10394003,Friedreich's ataxia,,,
Encephalopathy,SNOMEDCT,698949001,Dementia in remission,,,
Encephalopathy,SNOMEDCT,85561006,Uncomplicated alcohol withdrawal,,,
Encephalopathy,SNOMEDCT,230285003,Vascular dementia of acute onset,,,
Encephalopathy,SNOMEDCT,191461002,Senile dementia with delirium,,,
Encephalopathy,SNOMEDCT,445355009,Refractory epilepsy,,,
Encephalopathy,SNOMEDCT,441806004,Abscess of brain,,,
Encephalopathy,SNOMEDCT,28837001,Bulbar hemorrhage,,,
Encephalopathy,SNOMEDCT,230415009,Cryptogenic generalised epilepsy,,,
Encephalopathy,SNOMEDCT,238974009,Delusions of infestation,,,
Encephalopathy,SNOMEDCT,50866000,Childhood absence epilepsy,,,
Encephalopathy,SNOMEDCT,60935008,Paramyoclonus multiplex,,,
Encephalopathy,SNOMEDCT,89525009,Gelastic seizure,,,
Encephalopathy,SNOMEDCT,68618008,Rett's disorder,,,
Encephalopathy,SNOMEDCT,191451009,Uncomplicated presenile dementia,,,
Encephalopathy,SNOMEDCT,442344002,Dementia due to Huntington chorea,,,
Encephalopathy,SNOMEDCT,262693007,Diffuse brain injury,,,
Encephalopathy,SNOMEDCT,33927004,Hypogonadotropic hypogonadism,,,
Encephalopathy,SNOMEDCT,7125002,Meningoencephalitis,,,
Encephalopathy,SNOMEDCT,230706003,Hemorrhagic cerebral infarction,,,
Encephalopathy,SNOMEDCT,307680001,Abducting nystagmus,,,
Encephalopathy,SNOMEDCT,713060000,Sporadic Creutzfeldt-Jakob disease,,,
Encephalopathy,SNOMEDCT,1430001,Intracranial haemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing level,,,
Encephalopathy,SNOMEDCT,21350002,Colloid cyst of third ventricle,,,
Encephalopathy,SNOMEDCT,193000002,Temporal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,69533002,Foville's syndrome II,,,
Encephalopathy,SNOMEDCT,78477003,Intracranial haemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,230397004,Anterior frontopolar epilepsy,,,
Encephalopathy,SNOMEDCT,66108005,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",,,
Encephalopathy,SNOMEDCT,54637009,Brain stem contusion without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,49049000,Parkinson's disease,,,
Encephalopathy,SNOMEDCT,82371000119101,Dementia due to multiple sclerosis with altered behaviour,,,
Encephalopathy,SNOMEDCT,230199007,Post-infectious encephalomyelitis,,,
Encephalopathy,SNOMEDCT,106071000119106,Secondary hypothalamic insufficiency,,,
Encephalopathy,SNOMEDCT,195168007,"Intracerebral haemorrhage, intraventricular",,,
Encephalopathy,SNOMEDCT,191480000,Alcohol withdrawal syndrome,,,
Encephalopathy,SNOMEDCT,84191000119107,Complex partial seizure of temporal lobe,,,
Encephalopathy,SNOMEDCT,209884001,"Hind brain contusion with open intracranial wound, with less than 1 hour loss of consciousness",,,
Encephalopathy,SNOMEDCT,421827003,Encephalopathy associated with AIDS,,,
Encephalopathy,SNOMEDCT,424911007,Paraneoplastic encephalitis,,,
Encephalopathy,SNOMEDCT,111395007,Nephrogenic diabetes insipidus,,,
Encephalopathy,SNOMEDCT,26594006,Syringobulbia,,,
Encephalopathy,SNOMEDCT,276221006,Millard-Gubler syndrome,,,
Encephalopathy,SNOMEDCT,428964000,Low grade glioma of cerebrum,,,
Encephalopathy,SNOMEDCT,191499009,Transient organic psychoses,,,
Encephalopathy,SNOMEDCT,230769007,Periventricular leucomalacia,,,
Encephalopathy,SNOMEDCT,89441000119109,Ventriculitis of the brain,,,
Encephalopathy,SNOMEDCT,230413002,Juvenile absence epilepsy,,,
Encephalopathy,SNOMEDCT,209902003,"Hind brain laceration with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,72836002,Hepatic coma,,,
Encephalopathy,SNOMEDCT,22381000119105,Primary degenerative dementia,,,
Encephalopathy,SNOMEDCT,70861009,Subdural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,1383008,Hallucinogen mood disorder,,,
Encephalopathy,SNOMEDCT,230408001,Localisation-related cryptogenic epilepsy,,,
Encephalopathy,SNOMEDCT,230692004,Infarction - precerebral,,,
Encephalopathy,SNOMEDCT,240313004,Intracerebral haemorrhage in foetus or newborn,,,
Encephalopathy,SNOMEDCT,146371000119104,Hepatic coma due to chronic hepatitis C,,,
Encephalopathy,SNOMEDCT,276648002,Intraventricular hemorrhage of prematurity,,,
Encephalopathy,SNOMEDCT,36803009,Idiopathic generalised epilepsy,,,
Encephalopathy,SNOMEDCT,38353004,Congenital porencephaly,,,
Encephalopathy,SNOMEDCT,134209002,Prolactinoma,,,
Encephalopathy,SNOMEDCT,35672006,Subarachnoid haemorrhage following injury without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,702326000,Progressive myoclonus epilepsy with ataxia,,,
Encephalopathy,SNOMEDCT,59292006,Hemiplegic migraine,,,
Encephalopathy,SNOMEDCT,278852008,Paranoid-hallucinatory epileptic psychosis,,,
Encephalopathy,SNOMEDCT,43497001,Amphetamine-induced mood disorder,,,
Encephalopathy,SNOMEDCT,187931000119106,Atypical absence epilepsy,,,
Encephalopathy,SNOMEDCT,307357004,"Jacksonian, focal or motor epilepsy",,,
Encephalopathy,SNOMEDCT,82959004,Dementia paralytica juvenilis,,,
Encephalopathy,SNOMEDCT,199451000000106,Simple partial epileptic seizure,,,
Encephalopathy,SNOMEDCT,230326002,Idiopathic orofacial dystonia,,,
Encephalopathy,SNOMEDCT,91952008,Azorean disease,,,
Encephalopathy,SNOMEDCT,77355000,Cannabis-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,142851000119103,Spontaneous cerebellar haemorrhage,,,
Encephalopathy,SNOMEDCT,54304004,Progressive bulbar palsy,,,
Encephalopathy,SNOMEDCT,90099008,Subcortical leukoencephalopathy,,,
Encephalopathy,SNOMEDCT,81268009,Cerebellar contusion without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,230268000,Non-familial Alzheimer's disease of late onset,,,
Encephalopathy,SNOMEDCT,63986002,Brain stem herniation,,,
Encephalopathy,SNOMEDCT,55702009,Laceration of brain without open intracranial wound,,,
Encephalopathy,SNOMEDCT,126952004,Neoplasm of brain,,,
Encephalopathy,SNOMEDCT,230289009,Patchy dementia,,,
Encephalopathy,SNOMEDCT,93727008,Primary malignant neoplasm of brain,,,
Encephalopathy,SNOMEDCT,230215006,Cerebral cysticercosis,,,
Encephalopathy,SNOMEDCT,27956007,Cocaine intoxication,,,
Encephalopathy,SNOMEDCT,278510009,Localisation-related idiopathic epilepsy,,,
Encephalopathy,SNOMEDCT,88747000,Subarachnoid hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,93746009,Primary malignant neoplasm of cerebellum,,,
Encephalopathy,SNOMEDCT,62206004,Abscess of pituitary,,,
Encephalopathy,SNOMEDCT,4473006,Migraine with aura,,,
Encephalopathy,SNOMEDCT,92294001,Benign neoplasm of pineal gland,,,
Encephalopathy,SNOMEDCT,230396008,Cingulate epilepsy,,,
Encephalopathy,SNOMEDCT,428351000124105,Severe dementia,,,
Encephalopathy,SNOMEDCT,88339003,Dementia arising in the senium AND/OR presenium,,,
Encephalopathy,SNOMEDCT,61663001,Juvenile neuronal ceroid lipofuscinosis,,,
Encephalopathy,SNOMEDCT,230387008,Benign occipital epilepsy of childhood - early onset variant,,,
Encephalopathy,SNOMEDCT,238972008,Cutaneous monosymptomatic delusional psychosis,,,
Encephalopathy,SNOMEDCT,230695002,Partial anterior cerebral circulation infarction,,,
Encephalopathy,SNOMEDCT,191465006,Arteriosclerotic dementia with paranoia,,,
Encephalopathy,SNOMEDCT,19598007,Generalized epilepsy,,,
Encephalopathy,SNOMEDCT,10750951000119100,Epilepsy in mother complicating childbirth,,,
Encephalopathy,SNOMEDCT,428089008,Venous haemangioma of brain,,,
Encephalopathy,SNOMEDCT,95004009,Neoplasm of uncertain behaviour of pituitary gland,,,
Encephalopathy,SNOMEDCT,48376004,Congenital pseudoporencephaly,,,
Encephalopathy,SNOMEDCT,230788000,Congenital receptive dysphasia,,,
Encephalopathy,SNOMEDCT,135811000119107,Lewy body dementia with behavioural disturbance,,,
Encephalopathy,SNOMEDCT,230440002,Secondary reading epilepsy,,,
Encephalopathy,SNOMEDCT,91589002,Closed fracture of base of skull with cerebral laceration AND/OR contusion,,,
Encephalopathy,SNOMEDCT,230423006,Unverricht-Lundborg syndrome,,,
Encephalopathy,SNOMEDCT,51004007,Herniation under falx cerebri,,,
Encephalopathy,SNOMEDCT,431266005,Intraparenchymal haematoma of brain,,,
Encephalopathy,SNOMEDCT,307766002,Left sided cerebral infarction,,,
Encephalopathy,SNOMEDCT,34476008,Viral encephalitis,,,
Encephalopathy,SNOMEDCT,49386006,Orofacial dyskinesia,,,
Encephalopathy,SNOMEDCT,192845009,Myoclonic encephalopathy,,,
Encephalopathy,SNOMEDCT,32358001,Amphetamine delusional disorder,,,
Encephalopathy,SNOMEDCT,43977004,Corticostriatal-spinal degeneration,,,
Encephalopathy,SNOMEDCT,192689006,Rubella encephalitis,,,
Encephalopathy,SNOMEDCT,124041000119102,Intractable hemiplegic migraine,,,
Encephalopathy,SNOMEDCT,76349003,Extrapyramidal disease,,,
Encephalopathy,SNOMEDCT,195217004,Right sided cerebral hemisphere cerebrovascular accident,,,
Encephalopathy,SNOMEDCT,275382005,Cerebral trauma,,,
Encephalopathy,SNOMEDCT,94086000,Primary malignant neoplasm of temporal lobe,,,
Encephalopathy,SNOMEDCT,1089821000119100,Meningoencephalitis due to Chagas disease,,,
Encephalopathy,SNOMEDCT,241006,Epilepsia partialis continua,,,
Encephalopathy,SNOMEDCT,413099000,Cyst of pineal gland,,,
Encephalopathy,SNOMEDCT,290691000119104,Status epilepticus due to generalised idiopathic epilepsy,,,
Encephalopathy,SNOMEDCT,46975003,Cocaine-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,451039008,Hemorrhage in putamen,,,
Encephalopathy,SNOMEDCT,230445007,Nocturnal epilepsy,,,
Encephalopathy,SNOMEDCT,40816002,Retropulsion petit mal,,,
Encephalopathy,SNOMEDCT,450418003,Cerebral haemorrhage following injury,,,
Encephalopathy,SNOMEDCT,39807006,Cannabis intoxication delirium,,,
Encephalopathy,SNOMEDCT,40720005,Cerebral cyst,,,
Encephalopathy,SNOMEDCT,58070005,Cortex laceration without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,254939008,Ependymoma of brain,,,
Encephalopathy,SNOMEDCT,21263006,Myxedema coma,,,
Encephalopathy,SNOMEDCT,1082511000119100,Hepatic coma due to acute hepatic failure,,,
Encephalopathy,SNOMEDCT,28864000,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder",,,
Encephalopathy,SNOMEDCT,230458008,Non-convulsive status epilepticus without three per second spike wave,,,
Encephalopathy,SNOMEDCT,290681000119102,Status epilepticus due to refractory complex partial seizures,,,
Encephalopathy,SNOMEDCT,23713006,Contusion of cerebral cortex,,,
Encephalopathy,SNOMEDCT,3456001,Chronic progressive non-hereditary chorea,,,
Encephalopathy,SNOMEDCT,230465000,Migraine aura without headache,,,
Encephalopathy,SNOMEDCT,18842008,Corticobasal degeneration,,,
Encephalopathy,SNOMEDCT,84201000119105,Intractable partial temporal lobe epilepsy with impairment of consciousness,,,
Encephalopathy,SNOMEDCT,371024007,Senile dementia with delusion,,,
Encephalopathy,SNOMEDCT,9978007,Cortex laceration without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,127307002,Brain stem laceration,,,
Encephalopathy,SNOMEDCT,52522001,Degenerative brain disorder,,,
Encephalopathy,SNOMEDCT,307672008,Oculopalatal myoclonus,,,
Encephalopathy,SNOMEDCT,195169004,"Intracerebral hemorrhage, multiple localized",,,
Encephalopathy,SNOMEDCT,210038008,Focal brain injury,,,
Encephalopathy,SNOMEDCT,420614009,Organic dementia associated with AIDS,,,
Encephalopathy,SNOMEDCT,427796004,Encephalitis due to human herpes simplex virus,,,
Encephalopathy,SNOMEDCT,191492000,Drug-induced delirium,,,
Encephalopathy,SNOMEDCT,65120008,Generalised convulsive epilepsy,,,
Encephalopathy,SNOMEDCT,20385005,Opioid-induced psychotic disorder with delusions,,,
Encephalopathy,SNOMEDCT,18531006,Brain stem laceration without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,230709005,Massive supratentorial cerebral haemorrhage,,,
Encephalopathy,SNOMEDCT,32390006,Panhypopituitarism,,,
Encephalopathy,SNOMEDCT,230411000,Benign non-familial neonatal convulsions,,,
Encephalopathy,SNOMEDCT,278857002,Dementia of frontal lobe type,,,
Encephalopathy,SNOMEDCT,230420009,Symptomatic Lennox-Gastaut syndrome,,,
Encephalopathy,SNOMEDCT,230434009,Seizures in response to acute event,,,
Encephalopathy,SNOMEDCT,128188000,Cerebral palsy,,,
Encephalopathy,SNOMEDCT,238975005,Delusion of foul odor,,,
Encephalopathy,SNOMEDCT,195185009,Cerebral infarct due to thrombosis of precerebral arteries,,,
Encephalopathy,SNOMEDCT,193004006,Epileptic automatism,,,
Encephalopathy,SNOMEDCT,51101002,Cerebellar contusion without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,107581000119103,Astrocytoma of brain stem,,,
Encephalopathy,SNOMEDCT,193069004,Intracranial hypotension following ventricular shunting,,,
Encephalopathy,SNOMEDCT,230288001,Semantic dementia,,,
Encephalopathy,SNOMEDCT,186217006,Tuberculous abscess of brain,,,
Encephalopathy,SNOMEDCT,65455002,Nasal encephalocele,,,
Encephalopathy,SNOMEDCT,127298000,Traumatic brain injury with loss of consciousness,,,
Encephalopathy,SNOMEDCT,50122000,Metabolic encephalopathy,,,
Encephalopathy,SNOMEDCT,712986001,Encephalitis caused by tick-borne encephalitis virus,,,
Encephalopathy,SNOMEDCT,187080002,Phaeohyphomycotic brain abscess,,,
Encephalopathy,SNOMEDCT,25772007,Multi-infarct dementia with delusions,,,
Encephalopathy,SNOMEDCT,304603007,Variant Creutzfeldt-Jakob disease,,,
Encephalopathy,SNOMEDCT,230488004,Hypersomnia of non-organic origin,,,
Encephalopathy,SNOMEDCT,54502004,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions",,,
Encephalopathy,SNOMEDCT,153091000119109,Hepatic coma due to chronic hepatitis B with delta agent,,,
Encephalopathy,SNOMEDCT,423683008,Refractory migraine with aura,,,
Encephalopathy,SNOMEDCT,79631006,Absence seizure,,,
Encephalopathy,SNOMEDCT,444869007,Cavernous haemangioma of brain,,,
Encephalopathy,SNOMEDCT,698839000,Benign intracranial hypertension due to hypervitaminosis A,,,
