Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,376881,Ceftizoxime Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377080,Cefonicid Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377081,cefpirome Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377110,Ofloxacin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377117,Sulfamethoxazole / Trimethoprim Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377146,alatrofloxacin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,377220,gatifloxacin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378106,Floxacillin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378107,Ampicillin / Floxacillin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378132,Vancomycin Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378209,Doxycycline Delayed Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378228,Cefaclor Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378612,dirithromycin Delayed Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378681,Tobramycin Inhalant Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378771,Minocycline Oral Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378778,Clavulanate / Ticarcillin Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,378828,Trimethoprim Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379261,Sulfalene Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379375,Clarithromycin Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379433,Sulfadimethoxine Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379435,Sulfamethazine Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379484,Diloxanide / Metronidazole Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,379490,Cefuroxime Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,384629,Minocycline Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,388510,telithromycin 400 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,389025,Ceftazidime 10 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,389026,Ceftazidime 60 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,392151,Amoxicillin 200 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,392152,Amoxicillin 400 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,392275,Clindamycin 75 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,393313,Oxacillin Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,393333,telithromycin Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,393462,Methenamine Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,402421,Vancomycin Oral Capsule [Vancocin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,402430,gemifloxacin Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,402431,gemifloxacin Oral Tablet [Factive],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,403110,Minocycline Oral Powder [Arestin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,403840,Minocycline 75 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,403920,Daptomycin 500 MG Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,403921,24 HR Ciprofloxacin 1000 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,403945,Amoxicillin 20 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,404094,Minocycline 100 MG Oral Tablet [Dynacin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,404528,Minocycline 75 MG Oral Tablet [Dynacin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,404592,Doxycycline Monohydrate 75 MG Oral Tablet [Adoxa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,404652,Daptomycin 500 MG Injection [Cubicin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,405985,Minocycline Oral Tablet [Dynacin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,406524,doxycycline hyclate 75 MG Delayed Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,406696,Cephalexin 125 MG Disintegrating Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,409823,Cefixime 400 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,419849,Cefixime 40 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,425351,Erythromycin 100 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,433773,Clindamycin 150 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,434018,doxycycline hyclate 100 MG Delayed Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,438392,Cefixime Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,438689,Clindamycin Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,439221,Doxycycline Delayed Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,451782,Sulfadiazine / Trimethoprim Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,451784,Sulfadiazine / Trimethoprim Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476194,Cephalexin Disintegrating Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476322,Cefaclor 125 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476324,Cefaclor Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476325,Cefaclor 187 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476327,Cefaclor 250 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476576,cefdinir 50 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,476623,Cefaclor 375 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,477234,Tinidazole 250 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,477391,Levofloxacin 25 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,477392,Levofloxacin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,484948,cefditoren Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,486912,Erythromycin Estolate 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,486955,Erythromycin Estolate 250 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,486960,Erythromycin Estolate 25 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,487129,Erythromycin Estolate 100 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,498905,Nitrofurantoin Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539712,"NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule [Macrobid]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539740,telithromycin Oral Tablet [Ketek],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539741,telithromycin 400 MG Oral Tablet [Ketek],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539808,Tinidazole Oral Tablet [Tindamax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539809,Tinidazole 250 MG Oral Tablet [Tindamax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,539811,Tinidazole 500 MG Oral Tablet [Tindamax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,541055,Cephalexin Oral Suspension [Panixine DisperDose],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,541056,Cephalexin 25 MG/ML Oral Suspension [Panixine DisperDose],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,541948,Clarithromycin Extended Release Oral Tablet [Biaxin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,541950,Doxycycline Delayed Release Oral Tablet [Doryx],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,543682,Cefotaxime 500 MG Injection [Claforan],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,544444,Levofloxacin Oral Solution [Levaquin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,544445,Levofloxacin 25 MG/ML Oral Solution [Levaquin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,544533,Erythromycin Oral Suspension [EryPed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,544840,doxycycline hyclate 100 MG Injection [Doxy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562000,Cephalexin Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562250,Amoxicillin / Clavulanate Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562251,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562252,Amoxicillin / Clavulanate Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562253,Amoxicillin 125 MG / Clavulanate 31.2 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562265,Clindamycin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562266,Clindamycin 15 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562280,Erythromycin Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562508,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562663,"Hyoscyamine / Methenamine / Methylene blue / phenyl salicylate / Sodium Phosphate, Monobasic Oral Tablet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,562707,Trimethoprim 10 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,577162,Azithromycin 33.3 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,577377,Azithromycin Extended Release Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,577378,Azithromycin 33.3 MG/ML Extended Release Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581531,tigecycline 50 MG Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581573,Cefixime Oral Suspension [Suprax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581574,Cefixime 20 MG/ML Oral Suspension [Suprax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581579,ceftibuten Oral Suspension [Cedax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581580,ceftibuten 18 MG/ML Oral Suspension [Cedax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581582,Cefuroxime Oral Suspension [Ceftin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581583,Cefuroxime 25 MG/ML Oral Suspension [Ceftin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581584,Cefuroxime 50 MG/ML Oral Suspension [Ceftin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581613,linezolid Oral Suspension [Zyvox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,581614,linezolid 20 MG/ML Oral Suspension [Zyvox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,583282,Minocycline 50 MG Oral Tablet [Dynacin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,583481,Azithromycin Extended Release Suspension [Zmax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,583482,Azithromycin 33.3 MG/ML Extended Release Suspension [Zmax],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,584201,tigecycline 50 MG Injection [Tygacil],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597193,Erythromycin 50 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597194,Erythromycin Estolate 50 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597445,Ciprofloxacin Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597455,Clarithromycin 1000 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597519,Doxycycline Disintegrating Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597520,Doxycycline Monohydrate 100 MG Disintegrating Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597521,Doxycycline 75 MG Disintegrating Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597761,telithromycin 300 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,597823,Tobramycin 40 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,598006,Erythromycin 250 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,598025,Amoxicillin 250 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,602175,Doxycycline Monohydrate 150 MG Oral Tablet [Adoxa],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,602788,Ciprofloxacin Extended Release Oral Tablet [Proquin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,602855,telithromycin 300 MG Oral Tablet [Ketek],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617292,Amoxicillin / Clavulanate Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617293,Amoxicillin 5 MG/ML / Clavulanate 2.5 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617294,Amoxicillin / Clavulanate Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617295,Amoxicillin 50 MG/ML / Clavulanate 10 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617296,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617301,Amoxicillin / Clavulanate Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617302,Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617304,Amoxicillin 250 MG / Clavulanate 62.5 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617309,Amoxicillin 200 MG / Clavulanate 28.5 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617316,Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617322,Amoxicillin 50 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617332,Amoxicillin / Clavulanate Oral Suspension [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617333,Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617339,Amoxicillin 50 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617423,Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617430,Amoxicillin 80 MG/ML / Clavulanate 11.4 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617857,Penicillin G 10000 UNT/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617881,Penicillin G 100000 UNT/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617988,Amoxicillin / Clavulanate Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617993,Amoxicillin 120 MG/ML / Clavulanate 8.58 MG/ML Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617995,12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,617996,Amoxicillin 800 MG / Clavulanate 125 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,618028,Amoxicillin 120 MG/ML / Clavulanate 8.58 MG/ML Oral Suspension [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,618038,Amoxicillin / Clavulanate Extended Release Oral Tablet [Augmentin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,618427,Nalidixate Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,618430,Nalidixate Oral Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,623677,penicillin G benzathine 300000 UNT/ML / penicillin G procaine 300000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,623695,penicillin G benzathine 150000 UNT/ML / penicillin G procaine 150000 UNT/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629318,Clindamycin Oral Capsule [ANTIROBE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629319,Clindamycin 150 MG Oral Capsule [ANTIROBE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629324,Clindamycin 75 MG Oral Capsule [ANTIROBE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629695,24 HR Minocycline 135 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629697,24 HR Minocycline 45 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,629699,24 HR Minocycline 90 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,630818,Minocycline Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,630822,Minocycline Extended Release Oral Tablet [Solodyn],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,633163,Vancomycin 87 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,636559,24 HR Metronidazole 750 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,637173,Cephalexin 750 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,637175,Cephalexin 750 MG Oral Capsule [Keflex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic Antibiotics,RXNORM,637560,gemifloxacin 320 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
