code_type,code_value,description,hcc_id
ICD10CM,T82.511A,"Breakdown (mechanical) of surgically created arteriovenous shunt, initial encounter",176
ICD10CM,T82.513A,"Breakdown (mechanical) of balloon (counterpulsation) device, initial encounter",176
ICD10CM,T82.514A,"Breakdown (mechanical) of infusion catheter, initial encounter",176
ICD10CM,T82.515A,"Breakdown (mechanical) of umbrella device, initial encounter",176
ICD10CM,T82.518A,"Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter",176
ICD10CM,T82.520A,"Displacement of surgically created arteriovenous fistula, initial encounter",176
ICD10CM,T82.521A,"Displacement of surgically created arteriovenous shunt, initial encounter",176
ICD10CM,T82.523A,"Displacement of balloon (counterpulsation) device, initial encounter",176
ICD10CM,T82.524A,"Displacement of infusion catheter, initial encounter",176
ICD10CM,T82.525A,"Displacement of umbrella device, initial encounter",176
ICD10CM,T82.528A,"Displacement of other cardiac and vascular devices and implants, initial encounter",176
ICD10CM,T82.530A,"Leakage of surgically created arteriovenous fistula, initial encounter",176
ICD10CM,T82.531A,"Leakage of surgically created arteriovenous shunt, initial encounter",176
ICD10CM,T82.533A,"Leakage of balloon (counterpulsation) device, initial encounter",176
ICD10CM,T82.534A,"Leakage of infusion catheter, initial encounter",176
ICD10CM,T82.535A,"Leakage of umbrella device, initial encounter",176
ICD10CM,T82.538A,"Leakage of other cardiac and vascular devices and implants, initial encounter",176
ICD10CM,T82.590A,"Other mechanical complication of surgically created arteriovenous fistula, initial encounter",176
ICD10CM,T82.591A,"Other mechanical complication of surgically created arteriovenous shunt, initial encounter",176
ICD10CM,T82.593A,"Other mechanical complication of balloon (counterpulsation) device, initial encounter",176
ICD10CM,T82.594A,"Other mechanical complication of infusion catheter, initial encounter",176
ICD10CM,T82.595A,"Other mechanical complication of umbrella device, initial encounter",176
ICD10CM,T82.598A,"Other mechanical complication of other cardiac and vascular devices and implants, initial encounter",176
ICD10CM,T82.6XXA,"Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter",176
ICD10CM,T82.7XXA,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter",176
ICD10CM,T82.818A,"Embolism due to vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.828A,"Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.838A,"Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.848A,"Pain due to vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.856A,"Stenosis of peripheral vascular stent, initial encounter",176
ICD10CM,T82.858A,"Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.868A,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T82.898A,"Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.010A,"Breakdown (mechanical) of cystostomy catheter, initial encounter",176
ICD10CM,T83.011A,"Breakdown (mechanical) of indwelling urethral catheter, initial encounter",176
ICD10CM,T83.012A,"Breakdown (mechanical) of nephrostomy catheter, initial encounter",176
ICD10CM,T83.018A,"Breakdown (mechanical) of other urinary catheter, initial encounter",176
ICD10CM,T83.020A,"Displacement of cystostomy catheter, initial encounter",176
ICD10CM,T83.021A,"Displacement of indwelling urethral catheter, initial encounter",176
ICD10CM,T83.022A,"Displacement of nephrostomy catheter, initial encounter",176
ICD10CM,T83.028A,"Displacement of other urinary catheter, initial encounter",176
ICD10CM,T83.030A,"Leakage of cystostomy catheter, initial encounter",176
ICD10CM,T83.031A,"Leakage of indwelling urethral catheter, initial encounter",176
ICD10CM,T83.032A,"Leakage of nephrostomy catheter, initial encounter",176
ICD10CM,T83.038A,"Leakage of other urinary catheter, initial encounter",176
ICD10CM,T83.090A,"Other mechanical complication of cystostomy catheter, initial encounter",176
ICD10CM,T83.091A,"Other mechanical complication of indwelling urethral catheter, initial encounter",176
ICD10CM,T83.092A,"Other mechanical complication of nephrostomy catheter, initial encounter",176
ICD10CM,T83.098A,"Other mechanical complication of other urinary catheter, initial encounter",176
ICD10CM,T83.110A,"Breakdown (mechanical) of urinary electronic stimulator device, initial encounter",176
ICD10CM,T83.111A,"Breakdown (mechanical) of implanted urinary sphincter, initial encounter",176
ICD10CM,T83.112A,"Breakdown (mechanical) of indwelling ureteral stent, initial encounter",176
ICD10CM,T83.113A,"Breakdown (mechanical) of other urinary stents, initial encounter",176
ICD10CM,T83.118A,"Breakdown (mechanical) of other urinary devices and implants, initial encounter",176
ICD10CM,T83.120A,"Displacement of urinary electronic stimulator device, initial encounter",176
ICD10CM,T83.121A,"Displacement of implanted urinary sphincter, initial encounter",176
ICD10CM,T83.122A,"Displacement of indwelling ureteral stent, initial encounter",176
ICD10CM,T83.123A,"Displacement of other urinary stents, initial encounter",176
ICD10CM,T83.128A,"Displacement of other urinary devices and implants, initial encounter",176
ICD10CM,T83.190A,"Other mechanical complication of urinary electronic stimulator device, initial encounter",176
ICD10CM,T83.191A,"Other mechanical complication of implanted urinary sphincter, initial encounter",176
ICD10CM,T83.192A,"Other mechanical complication of indwelling ureteral stent, initial encounter",176
ICD10CM,T83.193A,"Other mechanical complication of other urinary stent, initial encounter",176
ICD10CM,T83.198A,"Other mechanical complication of other urinary devices and implants, initial encounter",176
ICD10CM,T83.21XA,"Breakdown (mechanical) of graft of urinary organ, initial encounter",176
ICD10CM,T83.22XA,"Displacement of graft of urinary organ, initial encounter",176
ICD10CM,T83.23XA,"Leakage of graft of urinary organ, initial encounter",176
ICD10CM,T83.24XA,"Erosion of graft of urinary organ, initial encounter",176
ICD10CM,T83.25XA,"Exposure of graft of urinary organ, initial encounter",176
ICD10CM,T83.29XA,"Other mechanical complication of graft of urinary organ, initial encounter",176
ICD10CM,T83.410A,"Breakdown (mechanical) of implanted penile prosthesis, initial encounter",176
ICD10CM,T83.411A,"Breakdown (mechanical) of implanted testicular prosthesis, initial encounter",176
ICD10CM,T83.418A,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, initial encounter",176
ICD10CM,T83.420A,"Displacement of implanted penile prosthesis, initial encounter",176
ICD10CM,T83.421A,"Displacement of implanted testicular prosthesis, initial encounter",176
ICD10CM,T83.428A,"Displacement of other prosthetic devices, implants and grafts of genital tract, initial encounter",176
ICD10CM,T83.490A,"Other mechanical complication of implanted penile prosthesis, initial encounter",176
ICD10CM,T83.491A,"Other mechanical complication of implanted testicular prosthesis, initial encounter",176
ICD10CM,T83.498A,"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, initial encounter",176
ICD10CM,T83.510A,"Infection and inflammatory reaction due to cystostomy catheter, initial encounter",176
ICD10CM,T83.511A,"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",176
ICD10CM,T83.512A,"Infection and inflammatory reaction due to nephrostomy catheter, initial encounter",176
ICD10CM,T83.518A,"Infection and inflammatory reaction due to other urinary catheter, initial encounter",176
ICD10CM,T83.590A,"Infection and inflammatory reaction due to implanted urinary neurostimulation device, initial encounter",176
ICD10CM,T83.591A,"Infection and inflammatory reaction due to implanted urinary sphincter, initial encounter",176
ICD10CM,T83.592A,"Infection and inflammatory reaction due to indwelling ureteral stent, initial encounter",176
ICD10CM,T83.593A,"Infection and inflammatory reaction due to other urinary stents, initial encounter",176
ICD10CM,T83.598A,"Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system, initial encounter",176
ICD10CM,T83.61XA,"Infection and inflammatory reaction due to implanted penile prosthesis, initial encounter",176
ICD10CM,T83.62XA,"Infection and inflammatory reaction due to implanted testicular prosthesis, initial encounter",176
ICD10CM,T83.69XA,"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, initial encounter",176
ICD10CM,T83.711A,"Erosion of implanted vaginal mesh to surrounding organ or tissue, initial encounter",176
ICD10CM,T83.712A,"Erosion of implanted urethral mesh to surrounding organ or tissue, initial encounter",176
ICD10CM,T83.713A,"Erosion of implanted urethral bulking agent to surrounding organ or tissue, initial encounter",176
ICD10CM,T83.714A,"Erosion of implanted ureteral bulking agent to surrounding organ or tissue, initial encounter",176
ICD10CM,T83.718A,"Erosion of other implanted mesh to organ or tissue, initial encounter",176
ICD10CM,T83.719A,"Erosion of other prosthetic materials to surrounding organ or tissue, initial encounter",176
ICD10CM,T83.721A,"Exposure of implanted vaginal mesh into vagina, initial encounter",176
ICD10CM,T83.722A,"Exposure of implanted urethral mesh into urethra, initial encounter",176
ICD10CM,T83.723A,"Exposure of implanted urethral bulking agent into urethra, initial encounter",176
ICD10CM,T83.724A,"Exposure of implanted ureteral bulking agent into ureter, initial encounter",176
ICD10CM,T83.728A,"Exposure of other implanted mesh into organ or tissue, initial encounter",176
ICD10CM,T83.729A,"Exposure of other prosthetic materials into organ or tissue, initial encounter",176
ICD10CM,T83.79XA,"Other specified complications due to other genitourinary prosthetic materials, initial encounter",176
ICD10CM,T83.81XA,"Embolism due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.82XA,"Fibrosis due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.83XA,"Hemorrhage due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.84XA,"Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.85XA,"Stenosis due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.86XA,"Thrombosis due to genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.89XA,"Other specified complication of genitourinary prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T83.9XXA,"Unspecified complication of genitourinary prosthetic device, implant and graft, initial encounter",176
ICD10CM,T84.010A,"Broken internal right hip prosthesis, initial encounter",176
ICD10CM,T84.011A,"Broken internal left hip prosthesis, initial encounter",176
ICD10CM,T84.012A,"Broken internal right knee prosthesis, initial encounter",176
ICD10CM,T84.013A,"Broken internal left knee prosthesis, initial encounter",176
ICD10CM,T84.018A,"Broken internal joint prosthesis, other site, initial encounter",176
ICD10CM,T84.019A,"Broken internal joint prosthesis, unspecified site, initial encounter",176
ICD10CM,T84.020A,"Dislocation of internal right hip prosthesis, initial encounter",176
ICD10CM,T84.021A,"Dislocation of internal left hip prosthesis, initial encounter",176
ICD10CM,T84.022A,"Instability of internal right knee prosthesis, initial encounter",176
ICD10CM,T84.023A,"Instability of internal left knee prosthesis, initial encounter",176
ICD10CM,T84.028A,"Dislocation of other internal joint prosthesis, initial encounter",176
ICD10CM,T84.029A,"Dislocation of unspecified internal joint prosthesis, initial encounter",176
ICD10CM,T84.030A,"Mechanical loosening of internal right hip prosthetic joint, initial encounter",176
ICD10CM,T84.031A,"Mechanical loosening of internal left hip prosthetic joint, initial encounter",176
ICD10CM,T84.032A,"Mechanical loosening of internal right knee prosthetic joint, initial encounter",176
ICD10CM,T84.033A,"Mechanical loosening of internal left knee prosthetic joint, initial encounter",176
ICD10CM,T84.038A,"Mechanical loosening of other internal prosthetic joint, initial encounter",176
ICD10CM,T84.039A,"Mechanical loosening of unspecified internal prosthetic joint, initial encounter",176
ICD10CM,T84.050A,"Periprosthetic osteolysis of internal prosthetic right hip joint, initial encounter",176
ICD10CM,T84.051A,"Periprosthetic osteolysis of internal prosthetic left hip joint, initial encounter",176
ICD10CM,T84.052A,"Periprosthetic osteolysis of internal prosthetic right knee joint, initial encounter",176
ICD10CM,T84.053A,"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",176
ICD10CM,T84.058A,"Periprosthetic osteolysis of other internal prosthetic joint, initial encounter",176
ICD10CM,T84.059A,"Periprosthetic osteolysis of unspecified internal prosthetic joint, initial encounter",176
ICD10CM,T84.060A,"Wear of articular bearing surface of internal prosthetic right hip joint, initial encounter",176
ICD10CM,T84.061A,"Wear of articular bearing surface of internal prosthetic left hip joint, initial encounter",176
ICD10CM,T84.062A,"Wear of articular bearing surface of internal prosthetic right knee joint, initial encounter",176
ICD10CM,T84.063A,"Wear of articular bearing surface of internal prosthetic left knee joint, initial encounter",176
ICD10CM,T84.068A,"Wear of articular bearing surface of other internal prosthetic joint, initial encounter",176
ICD10CM,T84.069A,"Wear of articular bearing surface of unspecified internal prosthetic joint, initial encounter",176
ICD10CM,T84.090A,"Other mechanical complication of internal right hip prosthesis, initial encounter",176
ICD10CM,T84.091A,"Other mechanical complication of internal left hip prosthesis, initial encounter",176
ICD10CM,T84.092A,"Other mechanical complication of internal right knee prosthesis, initial encounter",176
ICD10CM,T84.093A,"Other mechanical complication of internal left knee prosthesis, initial encounter",176
ICD10CM,T84.098A,"Other mechanical complication of other internal joint prosthesis, initial encounter",176
ICD10CM,T84.099A,"Other mechanical complication of unspecified internal joint prosthesis, initial encounter",176
ICD10CM,T84.110A,"Breakdown (mechanical) of internal fixation device of right humerus, initial encounter",176
ICD10CM,T84.111A,"Breakdown (mechanical) of internal fixation device of left humerus, initial encounter",176
ICD10CM,T84.112A,"Breakdown (mechanical) of internal fixation device of bone of right forearm, initial encounter",176
ICD10CM,T84.113A,"Breakdown (mechanical) of internal fixation device of bone of left forearm, initial encounter",176
ICD10CM,T84.114A,"Breakdown (mechanical) of internal fixation device of right femur, initial encounter",176
ICD10CM,T84.115A,"Breakdown (mechanical) of internal fixation device of left femur, initial encounter",176
ICD10CM,T84.116A,"Breakdown (mechanical) of internal fixation device of bone of right lower leg, initial encounter",176
ICD10CM,T84.117A,"Breakdown (mechanical) of internal fixation device of bone of left lower leg, initial encounter",176
ICD10CM,T84.119A,"Breakdown (mechanical) of internal fixation device of unspecified bone of limb, initial encounter",176
ICD10CM,T84.120A,"Displacement of internal fixation device of right humerus, initial encounter",176
ICD10CM,T84.121A,"Displacement of internal fixation device of left humerus, initial encounter",176
ICD10CM,T84.122A,"Displacement of internal fixation device of bone of right forearm, initial encounter",176
ICD10CM,T84.123A,"Displacement of internal fixation device of bone of left forearm, initial encounter",176
ICD10CM,T84.124A,"Displacement of internal fixation device of right femur, initial encounter",176
ICD10CM,T84.125A,"Displacement of internal fixation device of left femur, initial encounter",176
ICD10CM,T84.126A,"Displacement of internal fixation device of bone of right lower leg, initial encounter",176
ICD10CM,T84.127A,"Displacement of internal fixation device of bone of left lower leg, initial encounter",176
ICD10CM,T84.129A,"Displacement of internal fixation device of unspecified bone of limb, initial encounter",176
ICD10CM,T84.190A,"Other mechanical complication of internal fixation device of right humerus, initial encounter",176
ICD10CM,T84.191A,"Other mechanical complication of internal fixation device of left humerus, initial encounter",176
ICD10CM,T84.192A,"Other mechanical complication of internal fixation device of bone of right forearm, initial encounter",176
ICD10CM,T84.193A,"Other mechanical complication of internal fixation device of bone of left forearm, initial encounter",176
ICD10CM,T84.194A,"Other mechanical complication of internal fixation device of right femur, initial encounter",176
ICD10CM,T84.195A,"Other mechanical complication of internal fixation device of left femur, initial encounter",176
ICD10CM,T84.196A,"Other mechanical complication of internal fixation device of bone of right lower leg, initial encounter",176
ICD10CM,T84.197A,"Other mechanical complication of internal fixation device of bone of left lower leg, initial encounter",176
ICD10CM,T84.199A,"Other mechanical complication of internal fixation device of unspecified bone of limb, initial encounter",176
ICD10CM,T84.210A,"Breakdown (mechanical) of internal fixation device of bones of hand and fingers, initial encounter",176
ICD10CM,T84.213A,"Breakdown (mechanical) of internal fixation device of bones of foot and toes, initial encounter",176
ICD10CM,T84.216A,"Breakdown (mechanical) of internal fixation device of vertebrae, initial encounter",176
ICD10CM,T84.218A,"Breakdown (mechanical) of internal fixation device of other bones, initial encounter",176
ICD10CM,T84.220A,"Displacement of internal fixation device of bones of hand and fingers, initial encounter",176
ICD10CM,T84.223A,"Displacement of internal fixation device of bones of foot and toes, initial encounter",176
ICD10CM,T84.226A,"Displacement of internal fixation device of vertebrae, initial encounter",176
ICD10CM,T84.228A,"Displacement of internal fixation device of other bones, initial encounter",176
ICD10CM,T84.290A,"Other mechanical complication of internal fixation device of bones of hand and fingers, initial encounter",176
ICD10CM,T84.293A,"Other mechanical complication of internal fixation device of bones of foot and toes, initial encounter",176
ICD10CM,T84.296A,"Other mechanical complication of internal fixation device of vertebrae, initial encounter",176
ICD10CM,T84.298A,"Other mechanical complication of internal fixation device of other bones, initial encounter",176
ICD10CM,T84.310A,"Breakdown (mechanical) of electronic bone stimulator, initial encounter",176
ICD10CM,T84.318A,"Breakdown (mechanical) of other bone devices, implants and grafts, initial encounter",176
ICD10CM,T84.320A,"Displacement of electronic bone stimulator, initial encounter",176
ICD10CM,T84.328A,"Displacement of other bone devices, implants and grafts, initial encounter",176
ICD10CM,T84.390A,"Other mechanical complication of electronic bone stimulator, initial encounter",176
ICD10CM,T84.398A,"Other mechanical complication of other bone devices, implants and grafts, initial encounter",176
ICD10CM,T84.410A,"Breakdown (mechanical) of muscle and tendon graft, initial encounter",176
ICD10CM,T84.418A,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, initial encounter",176
ICD10CM,T84.420A,"Displacement of muscle and tendon graft, initial encounter",176
ICD10CM,T84.428A,"Displacement of other internal orthopedic devices, implants and grafts, initial encounter",176
ICD10CM,T84.490A,"Other mechanical complication of muscle and tendon graft, initial encounter",176
ICD10CM,T84.498A,"Other mechanical complication of other internal orthopedic devices, implants and grafts, initial encounter",176
ICD10CM,T84.50XA,"Infection and inflammatory reaction due to unspecified internal joint prosthesis, initial encounter",176
ICD10CM,T84.51XA,"Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter",176
ICD10CM,T84.52XA,"Infection and inflammatory reaction due to internal left hip prosthesis, initial encounter",176
ICD10CM,T84.53XA,"Infection and inflammatory reaction due to internal right knee prosthesis, initial encounter",176
ICD10CM,T84.54XA,"Infection and inflammatory reaction due to internal left knee prosthesis, initial encounter",176
ICD10CM,T84.59XA,"Infection and inflammatory reaction due to other internal joint prosthesis, initial encounter",176
ICD10CM,T84.60XA,"Infection and inflammatory reaction due to internal fixation device of unspecified site, initial encounter",176
ICD10CM,T84.610A,"Infection and inflammatory reaction due to internal fixation device of right humerus, initial encounter",176
ICD10CM,T84.611A,"Infection and inflammatory reaction due to internal fixation device of left humerus, initial encounter",176
ICD10CM,T84.612A,"Infection and inflammatory reaction due to internal fixation device of right radius, initial encounter",176
ICD10CM,T84.613A,"Infection and inflammatory reaction due to internal fixation device of left radius, initial encounter",176
ICD10CM,T84.614A,"Infection and inflammatory reaction due to internal fixation device of right ulna, initial encounter",176
ICD10CM,T84.615A,"Infection and inflammatory reaction due to internal fixation device of left ulna, initial encounter",176
ICD10CM,T84.619A,"Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm, initial encounter",176
ICD10CM,T84.620A,"Infection and inflammatory reaction due to internal fixation device of right femur, initial encounter",176
ICD10CM,T84.621A,"Infection and inflammatory reaction due to internal fixation device of left femur, initial encounter",176
ICD10CM,T84.622A,"Infection and inflammatory reaction due to internal fixation device of right tibia, initial encounter",176
ICD10CM,T84.623A,"Infection and inflammatory reaction due to internal fixation device of left tibia, initial encounter",176
ICD10CM,T84.624A,"Infection and inflammatory reaction due to internal fixation device of right fibula, initial encounter",176
ICD10CM,T84.625A,"Infection and inflammatory reaction due to internal fixation device of left fibula, initial encounter",176
ICD10CM,T84.629A,"Infection and inflammatory reaction due to internal fixation device of unspecified bone of leg, initial encounter",176
ICD10CM,T84.63XA,"Infection and inflammatory reaction due to internal fixation device of spine, initial encounter",176
ICD10CM,T84.69XA,"Infection and inflammatory reaction due to internal fixation device of other site, initial encounter",176
ICD10CM,T84.7XXA,"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.81XA,"Embolism due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.82XA,"Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.83XA,"Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.84XA,"Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.85XA,"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.86XA,"Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.89XA,"Other specified complication of internal orthopedic prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T84.9XXA,"Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter",176
ICD10CM,T85.01XA,"Breakdown (mechanical) of ventricular intracranial (communicating) shunt, initial encounter",176
ICD10CM,T85.02XA,"Displacement of ventricular intracranial (communicating) shunt, initial encounter",176
ICD10CM,T85.03XA,"Leakage of ventricular intracranial (communicating) shunt, initial encounter",176
ICD10CM,T85.09XA,"Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter",176
ICD10CM,T85.110A,"Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead), initial encounter",176
ICD10CM,T85.111A,"Breakdown (mechanical) of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter",176
ICD10CM,T85.112A,"Breakdown (mechanical) of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter",176
ICD10CM,T85.113A,"Breakdown (mechanical) of implanted electronic neurostimulator, generator, initial encounter",176
ICD10CM,T85.118A,"Breakdown (mechanical) of other implanted electronic stimulator of nervous system, initial encounter",176
ICD10CM,T85.120A,"Displacement of implanted electronic neurostimulator of brain electrode (lead), initial encounter",176
ICD10CM,T85.121A,"Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter",176
ICD10CM,T85.122A,"Displacement of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter",176
ICD10CM,T85.123A,"Displacement of implanted electronic neurostimulator, generator, initial encounter",176
ICD10CM,T85.128A,"Displacement of other implanted electronic stimulator of nervous system, initial encounter",176
ICD10CM,T85.190A,"Other mechanical complication of implanted electronic neurostimulator of brain electrode (lead), initial encounter",176
ICD10CM,T85.191A,"Other mechanical complication of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter",176
ICD10CM,T85.192A,"Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter",176
ICD10CM,T85.193A,"Other mechanical complication of implanted electronic neurostimulator, generator, initial encounter",176
ICD10CM,T85.199A,"Other mechanical complication of other implanted electronic stimulator of nervous system, initial encounter",176
ICD10CM,T85.615A,"Breakdown (mechanical) of other nervous system device, implant or graft, initial encounter",176
ICD10CM,T85.625A,"Displacement of other nervous system device, implant or graft, initial encounter",176
ICD10CM,T85.635A,"Leakage of other nervous system device, implant or graft, initial encounter",176
ICD10CM,T85.695A,"Other mechanical complication of other nervous system device, implant or graft, initial encounter",176
ICD10CM,T85.72XA,"Infection and inflammatory reaction due to insulin pump, initial encounter",176
ICD10CM,T85.730A,"Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, initial encounter",176
ICD10CM,T85.731A,"Infection and inflammatory reaction due to implanted electronic neurostimulator of brain, electrode (lead), initial encounter",176
ICD10CM,T85.732A,"Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral nerve, electrode (lead), initial encounter",176
ICD10CM,T85.733A,"Infection and inflammatory reaction due to implanted electronic neurostimulator of spinal cord, electrode (lead), initial encounter",176
ICD10CM,T85.734A,"Infection and inflammatory reaction due to implanted electronic neurostimulator, generator, initial encounter",176
ICD10CM,T85.735A,"Infection and inflammatory reaction due to cranial or spinal infusion catheter, initial encounter",176
ICD10CM,T85.738A,"Infection and inflammatory reaction due to other nervous system device, implant or graft, initial encounter",176
ICD10CM,T85.79XA,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.810A,"Embolism due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.820A,"Fibrosis due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.830A,"Hemorrhage due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.840A,"Pain due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.850A,"Stenosis due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.860A,"Thrombosis due to nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T85.890A,"Other specified complication of nervous system prosthetic devices, implants and grafts, initial encounter",176
ICD10CM,T86.842,Corneal transplant infection,176
ICD10CM,T86.00,Unspecified complication of bone marrow transplant,186
ICD10CM,T86.01,Bone marrow transplant rejection,186
ICD10CM,T86.02,Bone marrow transplant failure,186
ICD10CM,T86.03,Bone marrow transplant infection,186
ICD10CM,T86.09,Other complications of bone marrow transplant,186
ICD10CM,T86.20,Unspecified complication of heart transplant,186
ICD10CM,T86.21,Heart transplant rejection,186
ICD10CM,T86.22,Heart transplant failure,186
ICD10CM,T86.23,Heart transplant infection,186
ICD10CM,T86.290,Cardiac allograft vasculopathy,186
ICD10CM,T86.298,Other complications of heart transplant,186
ICD10CM,T86.30,Unspecified complication of heart-lung transplant,186
ICD10CM,T86.31,Heart-lung transplant rejection,186
ICD10CM,T86.32,Heart-lung transplant failure,186
ICD10CM,T86.33,Heart-lung transplant infection,186
ICD10CM,T86.39,Other complications of heart-lung transplant,186
ICD10CM,T86.40,Unspecified complication of liver transplant,186
ICD10CM,T86.41,Liver transplant rejection,186
ICD10CM,T86.42,Liver transplant failure,186
ICD10CM,T86.43,Liver transplant infection,186
ICD10CM,T86.49,Other complications of liver transplant,186
ICD10CM,T86.5,Complications of stem cell transplant,186
ICD10CM,T86.810,Lung transplant rejection,186
ICD10CM,T86.811,Lung transplant failure,186
ICD10CM,T86.812,Lung transplant infection,186
ICD10CM,T86.818,Other complications of lung transplant,186
ICD10CM,T86.819,Unspecified complication of lung transplant,186
ICD10CM,T86.850,Intestine transplant rejection,186
ICD10CM,T86.851,Intestine transplant failure,186
ICD10CM,T86.852,Intestine transplant infection,186
ICD10CM,T86.858,Other complications of intestine transplant,186
ICD10CM,T86.859,Unspecified complication of intestine transplant,186
ICD10CM,Z48.21,Encounter for aftercare following heart transplant,186
ICD10CM,Z48.23,Encounter for aftercare following liver transplant,186
ICD10CM,Z48.24,Encounter for aftercare following lung transplant,186
ICD10CM,Z48.280,Encounter for aftercare following heart-lung transplant,186
ICD10CM,Z48.290,Encounter for aftercare following bone marrow transplant,186
ICD10CM,Z94.1,Heart transplant status,186
ICD10CM,Z94.2,Lung transplant status,186
ICD10CM,Z94.3,Heart and lungs transplant status,186
ICD10CM,Z94.4,Liver transplant status,186
ICD10CM,Z94.81,Bone marrow transplant status,186
ICD10CM,Z94.82,Intestine transplant status,186
ICD10CM,Z94.83,Pancreas transplant status,186
ICD10CM,Z94.84,Stem cells transplant status,186
ICD10CM,Z95.811,Presence of heart assist device,186
ICD10CM,Z95.812,Presence of fully implantable artificial heart,186
ICD10CM,K91.850,Pouchitis,188
ICD10CM,K91.858,Other complications of intestinal pouch,188
ICD10CM,K94.00,"Colostomy complication, unspecified",188
ICD10CM,K94.01,Colostomy hemorrhage,188
ICD10CM,K94.02,Colostomy infection,188
ICD10CM,K94.03,Colostomy malfunction,188
ICD10CM,K94.09,Other complications of colostomy,188
ICD10CM,K94.10,"Enterostomy complication, unspecified",188
ICD10CM,K94.11,Enterostomy hemorrhage,188
ICD10CM,K94.12,Enterostomy infection,188
ICD10CM,K94.13,Enterostomy malfunction,188
ICD10CM,K94.19,Other complications of enterostomy,188
ICD10CM,K94.20,"Gastrostomy complication, unspecified",188
ICD10CM,K94.21,Gastrostomy hemorrhage,188
ICD10CM,K94.22,Gastrostomy infection,188
ICD10CM,K94.23,Gastrostomy malfunction,188
ICD10CM,K94.29,Other complications of gastrostomy,188
ICD10CM,K94.30,"Esophagostomy complications, unspecified",188
ICD10CM,K94.31,Esophagostomy hemorrhage,188
